Ref,Val,Package,PosX,PosY,Rot,Side
"D320","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",106.242639,-83.757359,135.000000,top
"D321","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",108.000000,-82.000000,180.000000,top
"D322","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",114.000000,-82.000000,180.000000,top
"D323","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",114.000000,-84.000000,180.000000,top
"D324","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",117.000000,-82.000000,180.000000,top
"D325","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",120.000000,-82.000000,180.000000,top
"D326","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",123.000000,-82.000000,180.000000,top
"D327","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",126.000000,-82.000000,180.000000,top
"D328","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",129.000000,-82.000000,180.000000,top
"D329","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",132.000000,-82.000000,180.000000,top
"D330","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",135.000000,-82.000000,180.000000,top
"D331","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",138.000000,-82.803848,150.000000,top
"D332","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",140.196150,-85.000000,120.000000,top
"D333","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",141.000000,-88.000000,90.000000,top
"D334","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",141.000000,-91.000000,90.000000,top
"D335","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",141.000000,-94.000000,90.000000,top
"D336","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",141.000000,-97.000000,90.000000,top
"D337","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",141.000000,-100.000000,90.000000,top
"D338","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",141.000000,-103.000000,90.000000,top
"D339","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",141.000000,-106.000000,90.000000,top
"D340","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",141.440490,-108.781153,108.000000,top
"D341","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",142.718846,-111.290000,126.000000,top
"D342","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",187.281152,-111.290000,-126.000000,top
"D343","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",188.559508,-108.781153,-108.000000,top
"D344","XL-1615RGBC-WS2812B-S","LED-SMD_4P-L1.6-W1.5_XL-1615RGBC-WS2812B",189.000000,-106.000000,-90.000000,top
"F1","Polyfuse, 2A","Fuse_1206_3216Metric",259.051000,-133.700000,180.000000,top
"L1","2.7nH","L_0402",53.690000,-80.800001,90.000000,top
"L3","2.7nH","L_0402",50.546447,-81.546447,-45.000000,top
"L5","15nH,300mA","L_0402",55.549999,-85.400000,180.000000,top
"Q1","HL3415A","Q_SOT-23",251.500000,-129.000000,0.000000,top
"Q2","MMBT3904","Q_SOT-23",246.500000,-128.050000,0.000000,top
"R1","10kΩ","R_0402",29.500000,-90.120000,90.000000,top
"R2","10kΩ","R_0402",47.200000,-87.600000,45.000000,top
"R3","10kΩ","R_0402",45.700000,-83.000000,0.000000,top
"R4","10kΩ","R_0402",29.500000,-87.580000,90.000000,top
"R7","510Ω","R_0402",57.653553,-88.003553,135.000000,top
"R8","10kΩ","R_0402",256.000000,-114.000000,-90.000000,top
"R9","100kΩ","R_0402",256.000000,-104.000000,-90.000000,top
"R10","100Ω","R_0402",32.000000,-84.500000,0.000000,top
"R12","10kΩ","R_0402",256.000000,-101.999999,90.000000,top
"R13","5.1kΩ","R_0402",33.900000,-122.450000,-90.000000,top
"R14","5.1kΩ","R_0402",33.900000,-131.550000,90.000000,top
"R15","100Ω","R_0402",32.000000,-83.500000,0.000000,top
"R16","100kΩ","R_0402",249.000000,-128.550000,90.000000,top
"R17","10kΩ","R_0402",245.500000,-122.650000,180.000000,top
"R18","510Ω","R_0402",246.000000,-124.100000,-90.000000,top
"R19","5.1kΩ","R_0402",263.100000,-122.450000,-90.000000,top
"R20","5.1kΩ","R_0402",263.100000,-131.550000,90.000000,top
"R21","10kΩ","R_0402",256.000000,-108.000000,-90.000000,top
"R22","100kΩ","R_0402",256.000000,-115.999999,-90.000000,top
"R23","100kΩ","R_0402",256.000000,-110.000000,-90.000000,top
"R24","100kΩ","R_0402",32.500000,-85.999999,-90.000000,top
"R25","100kΩ","R_0402",31.500000,-85.999999,-90.000000,top
"S1","Tactile Button, 160gf","SW-SMD_4P-L5.1-W5.1-P3.70-LS6.5-TL-2",267.000000,-103.000000,0.000000,top
"S2","Tactile Button, 160gf","SW-SMD_4P-L5.1-W5.1-P3.70-LS6.5-TL-2",267.000000,-109.000000,0.000000,top
"S3","Tactile Button, 160gf","SW-SMD_4P-L5.1-W5.1-P3.70-LS6.5-TL-2",267.000000,-115.000000,0.000000,top
"U1","XC6206P332MR","SOT-23-3_L2.9-W1.6-P1.90-LS2.8-BR",26.800000,-114.200000,90.000000,top
"U2","ESP32-C3FH4","QFN-32-1EP_5x5mm_P0.5mm_EP3.7x3.7mm_ThermalVias",51.150000,-86.250000,-90.000000,top
"U3","SN74LVC4245APWR","TSSOP-24_4.4x7.8mm_P0.65mm",37.687500,-85.500000,0.000000,top
"U4","Connector, USB-TYPE-C-16P","TYPE-C-SMD_HX-TYPE-C-16PIN",30.000000,-127.000000,-90.000000,top
"U5","Connector, USB-TYPE-C-16P","TYPE-C-SMD_HX-TYPE-C-16PIN",267.000000,-127.000000,90.000000,top
"X1","40MHz, 15pF","OSC-SMD_4P-L3.2-W2.5-BL_SIT8008BI",60.650000,-86.600000,-90.000000,top
